crop,district,year,area_acre,production_mton,avg_rainfall_mm,irrigated_percent,fertilizer_kg_per_acre,tsp_kg_per_acre,urea_kg_per_acre,dap_kg_per_acre
Tomato,Jhalokati,2014,5425.67,37568.55,2597.4,73.4,206.3,35.6,212.7,39.2
Tomato,Jhalokati,2015,2821.13,22083.58,2112.0,53.2,138.0,44.6,203.3,12.8
Tomato,Jhalokati,2016,5204.66,40653.64,2050.5,75.6,248.2,30.1,225.3,54.0
Tomato,Jhalokati,2017,1288.76,6072.8,2308.6,68.4,68.8,51.1,103.1,45.8
Tomato,Jhalokati,2018,2031.98,15304.16,2436.1,40.1,215.0,16.1,44.5,38.0
Tomato,Jhalokati,2019,2293.18,18444.73,2770.7,41.8,159.7,15.3,221.0,17.1
Tomato,Jhalokati,2020,1285.99,6279.88,2122.9,84.3,111.9,63.9,199.3,40.7
Tomato,Jhalokati,2021,4101.75,38378.34,2738.3,76.9,83.0,32.4,190.2,17.8
Tomato,Jhalokati,2022,6066.08,37207.24,2912.2,70.4,218.9,18.0,103.7,34.9
Tomato,Jhalokati,2023,6667.0,21869.13,2729.9,84.5,166.6,60.9,213.1,13.8
Tomato,Jhalokati,2024,1322.55,7325.19,2339.8,47.7,225.5,19.1,145.6,33.7
Tomato,Jhalokati,2025,2177.1,19226.57,2562.1,67.8,231.5,63.4,184.8,43.1
Tomato,Patuakhali,2012,4715.4,18872.53,2281.2,67.9,123.8,41.4,96.2,12.9
Tomato,Patuakhali,2013,4941.09,22063.91,2182.5,47.7,144.2,11.9,236.7,46.5
Tomato,Patuakhali,2014,5725.87,35637.95,2862.2,74.1,107.0,53.7,88.9,50.9
Tomato,Patuakhali,2015,2964.56,22635.06,2772.4,91.1,179.5,27.7,82.5,29.5
Tomato,Patuakhali,2016,1261.24,5018.3,2422.1,82.9,218.8,10.7,119.0,36.0
Tomato,Patuakhali,2017,4647.31,37303.38,2712.1,54.6,122.4,55.2,138.7,33.8
Tomato,Patuakhali,2018,3193.73,26302.16,2914.8,91.7,197.6,39.4,105.2,18.9
Tomato,Patuakhali,2019,5253.47,37831.47,2700.7,50.8,209.1,21.6,121.3,32.9
Tomato,Patuakhali,2020,2198.36,18526.19,2183.9,47.1,131.9,58.7,162.5,35.0
Tomato,Patuakhali,2021,842.04,6776.37,2811.8,72.8,162.1,23.3,191.8,30.6
Tomato,Patuakhali,2022,1957.82,13210.45,2534.3,84.2,70.7,42.1,138.9,19.6
Tomato,Patuakhali,2023,4736.65,45457.67,2897.5,54.7,108.9,58.3,227.4,45.1
Tomato,Patuakhali,2024,4246.96,38802.12,2636.2,65.1,206.1,54.7,236.4,39.7
Tomato,Patuakhali,2025,4225.74,30654.94,2325.0,64.7,164.8,30.9,215.4,32.8
Tomato,Pirojpur,2012,1513.01,7174.41,2366.9,65.1,194.7,49.7,187.5,41.0
Tomato,Pirojpur,2013,4913.27,16894.76,2061.1,70.4,191.7,12.5,166.6,29.6
Tomato,Pirojpur,2014,6704.32,26759.4,2961.4,93.1,61.8,62.6,159.5,46.0
Tomato,Pirojpur,2015,5811.16,26435.01,2896.0,44.6,134.0,32.8,102.7,14.9
Tomato,Pirojpur,2016,2899.35,19007.99,2036.3,68.9,161.5,17.1,204.8,39.3
Tomato,Pirojpur,2017,5417.94,47851.46,2760.0,56.8,139.3,26.5,196.6,28.8
Tomato,Pirojpur,2018,6506.03,51950.98,2173.7,80.0,105.0,47.7,238.1,31.2
Tomato,Pirojpur,2019,3974.95,35589.74,2937.6,77.3,63.3,55.3,182.6,53.7
Tomato,Pirojpur,2020,828.46,6246.42,2637.3,75.5,180.2,51.7,206.8,21.6
Tomato,Pirojpur,2021,2288.97,9484.45,2010.6,45.7,236.0,52.4,143.9,22.7
Tomato,Pirojpur,2022,7852.75,51402.59,2915.3,79.1,69.7,58.1,115.8,21.3
Tomato,Pirojpur,2023,4278.71,23887.63,2208.9,76.4,148.6,16.9,84.1,14.1
Tomato,Pirojpur,2024,6130.0,27352.3,2164.8,91.9,211.1,51.7,97.4,20.5
Tomato,Pirojpur,2025,7008.04,58042.27,2030.5,78.8,180.0,12.8,233.8,45.5
Tomato,Bandarban,2012,5007.31,22641.69,2912.0,78.1,224.3,52.4,98.4,47.9
Tomato,Bandarban,2013,1857.29,9374.12,2514.7,87.8,120.5,27.8,120.3,32.0
Tomato,Bandarban,2014,4403.51,29300.26,2524.0,86.4,154.2,10.1,171.2,52.9
Tomato,Bandarban,2015,1411.77,5412.24,2372.8,41.9,153.0,20.2,218.7,35.2
Tomato,Bandarban,2016,5246.29,28604.43,2609.4,64.8,224.0,54.4,45.8,43.1
Tomato,Bandarban,2017,7467.97,73533.72,2911.9,78.8,229.5,17.7,215.9,41.5
Tomato,Bandarban,2018,6075.87,51429.73,2215.3,42.3,144.5,48.3,97.7,22.5
Tomato,Bandarban,2019,3288.89,31740.88,2520.4,47.2,114.2,10.9,109.1,26.7
Tomato,Bandarban,2020,1098.76,8775.56,2992.4,69.5,215.9,55.2,149.7,27.1
Tomato,Bandarban,2021,6261.46,53464.39,2901.1,58.2,60.7,48.8,184.7,30.8
Tomato,Bandarban,2022,7016.76,58292.28,2126.7,60.3,164.8,47.3,148.0,16.5
Tomato,Bandarban,2023,775.0,2542.45,2737.1,91.0,123.7,47.9,102.8,27.7
Tomato,Bandarban,2024,6811.8,27938.42,2323.4,74.3,139.7,12.2,141.7,41.3
Tomato,Bandarban,2025,7379.75,35679.6,2633.8,91.9,228.9,46.6,178.0,35.3
Tomato,Brahmanbaria,2012,5782.85,25385.44,2226.3,89.2,113.6,28.7,157.3,19.0
Tomato,Brahmanbaria,2013,6127.6,18890.35,2296.2,80.5,212.5,30.4,143.2,53.7
Tomato,Brahmanbaria,2014,2074.55,19608.37,2519.5,46.8,162.0,13.3,141.6,41.3
Tomato,Brahmanbaria,2015,7234.03,62690.98,2003.5,90.7,117.9,17.7,46.6,27.6
Tomato,Brahmanbaria,2016,1411.3,13100.5,2786.3,81.2,135.0,17.3,115.1,23.7
Tomato,Brahmanbaria,2017,1141.83,9352.5,2932.4,49.7,64.4,56.0,208.8,17.4
Tomato,Brahmanbaria,2018,5843.72,39029.17,2048.1,90.7,213.9,51.0,75.1,26.9
Tomato,Brahmanbaria,2019,5025.72,22818.43,2086.3,56.8,214.8,24.3,138.5,26.9
Tomato,Brahmanbaria,2020,7773.71,37142.34,2631.4,62.7,71.6,13.7,78.4,54.5
Tomato,Brahmanbaria,2021,6656.55,31672.25,2956.4,76.5,64.0,25.2,48.0,26.4
Tomato,Brahmanbaria,2022,6080.64,44749.89,2860.4,85.2,199.3,20.2,130.7,39.4
Tomato,Brahmanbaria,2023,2539.07,17836.89,2358.7,89.7,176.4,57.8,90.0,48.9
Tomato,Brahmanbaria,2024,2178.86,7848.44,2050.1,73.1,74.2,54.7,171.4,32.2
Tomato,Brahmanbaria,2025,1594.89,13922.64,2118.2,52.5,197.5,12.0,170.9,49.3
Tomato,Chandpur,2012,5758.93,32870.57,2004.3,50.0,209.2,44.8,233.8,51.9
Tomato,Chandpur,2013,2267.32,17661.92,2209.2,47.8,68.2,24.3,86.1,15.1
Tomato,Chandpur,2014,5713.42,20925.66,2159.9,57.8,249.9,13.8,168.8,38.4
Tomato,Chandpur,2015,4798.01,36327.63,2892.3,57.7,241.5,23.0,105.4,40.1
Tomato,Chandpur,2016,6624.64,66101.05,2252.4,74.6,188.4,11.2,137.3,41.4
Tomato,Chandpur,2017,1883.39,10081.03,2579.7,68.2,129.1,60.4,158.5,52.6
Tomato,Chandpur,2018,7136.49,49582.28,2328.8,78.1,113.5,16.7,41.2,54.2
Tomato,Chandpur,2019,2760.73,23309.97,2562.1,74.6,62.7,63.7,163.5,51.1
Tomato,Chandpur,2020,2261.87,17891.45,2429.5,78.3,209.9,43.7,195.3,40.4
Tomato,Chandpur,2021,952.16,6177.14,2334.5,41.8,241.8,40.1,187.8,14.0
Tomato,Chandpur,2022,6807.99,49195.41,2249.6,94.0,111.1,63.4,188.3,42.3
Tomato,Chandpur,2023,3766.82,25664.17,2487.8,72.8,93.9,28.7,49.4,21.5
Tomato,Chandpur,2024,1977.41,15784.57,2093.3,65.5,249.7,47.1,103.7,29.6
Tomato,Chandpur,2025,7856.48,31519.38,2639.1,65.2,115.0,55.2,117.3,28.3
Tomato,Chattogram,2012,3790.79,23475.94,4409.5,50.9,67.8,48.5,177.7,22.9
Tomato,Chattogram,2013,1682.46,9050.63,3638.5,94.7,62.6,13.8,43.8,25.6
Tomato,Chattogram,2014,3046.74,13095.03,4579.4,92.1,173.3,44.8,216.7,22.9
Tomato,Chattogram,2015,7508.98,37219.26,3611.0,53.5,75.0,10.8,75.4,27.2
Tomato,Chattogram,2016,4543.96,44032.04,3785.7,78.4,240.2,16.6,130.4,46.8
Tomato,Chattogram,2017,7264.86,68967.26,3869.0,48.3,182.8,34.1,59.4,35.0
Tomato,Chattogram,2018,1264.76,4675.15,4624.4,60.2,222.4,16.9,206.6,50.1
Tomato,Chattogram,2019,1473.69,11066.53,4203.3,92.8,222.7,59.2,220.7,36.5
Tomato,Chattogram,2020,1655.69,15910.19,4372.9,47.1,243.5,10.6,78.8,15.4
Tomato,Chattogram,2021,7766.15,72515.0,3727.1,55.5,70.5,17.5,46.6,44.9
Tomato,Chattogram,2022,3075.76,13356.24,3944.4,90.0,241.9,39.9,50.3,41.5
Tomato,Chattogram,2023,3406.83,22331.44,4754.8,81.2,65.3,26.3,230.2,15.8
Tomato,Chattogram,2024,3936.74,21476.85,3450.7,69.4,233.0,46.0,94.2,20.9
Tomato,Chattogram,2025,7647.96,37451.02,3821.9,52.3,137.9,39.7,164.0,50.0
Tomato,Cumilla,2012,2210.78,10349.79,2397.7,41.7,81.4,46.1,238.1,31.7
Tomato,Cumilla,2013,3318.86,23611.55,2499.6,64.3,184.5,58.1,203.7,18.4
Tomato,Cumilla,2014,4208.62,16777.75,2783.5,49.7,188.1,16.9,118.1,49.0
Tomato,Cumilla,2015,610.45,3571.31,2080.4,78.4,211.3,56.6,202.3,27.3
Tomato,Cumilla,2016,7499.51,69218.59,2698.1,44.0,168.4,16.8,192.4,26.3
Tomato,Cumilla,2017,918.7,4400.71,2143.6,53.3,162.2,23.2,78.8,49.3
Tomato,Cumilla,2018,7113.45,31326.23,2681.5,89.1,243.2,11.7,59.8,22.6
Tomato,Cumilla,2019,2243.14,19135.44,2833.8,82.0,226.3,36.2,72.1,29.4
Tomato,Cumilla,2020,4012.3,14334.84,2687.4,69.3,89.8,64.6,140.5,53.3
Tomato,Cumilla,2021,2074.86,11371.98,2938.0,66.5,216.2,21.0,165.0,51.6
Tomato,Cumilla,2022,2328.95,20541.63,2558.5,40.1,164.8,55.6,41.7,46.8
Tomato,Cumilla,2023,4962.7,22927.49,2615.1,45.7,82.2,29.3,95.3,52.2
Tomato,Cumilla,2024,3690.38,34646.55,2042.8,53.6,190.9,49.0,121.2,32.8
Tomato,Cumilla,2025,3240.6,24981.61,2548.4,52.0,161.4,11.6,199.8,31.4
Tomato,Cox's Bazar,2012,6212.62,54203.36,2649.8,62.5,147.0,33.9,67.7,17.5
Tomato,Cox's Bazar,2013,5887.93,25276.35,2862.8,81.4,143.9,34.0,237.9,31.4
Tomato,Cox's Bazar,2014,1196.76,11505.71,2953.9,92.1,213.7,46.9,104.4,50.1
Tomato,Cox's Bazar,2015,1364.18,12961.0,2031.0,75.6,142.0,36.7,186.4,46.9
Tomato,Cox's Bazar,2016,3230.3,23628.22,2297.3,76.3,142.7,21.8,70.7,37.8
Tomato,Cox's Bazar,2017,5366.9,24825.6,2725.0,85.9,164.0,51.0,76.6,28.0
Tomato,Cox's Bazar,2018,4637.51,32198.02,2535.2,78.9,191.9,14.7,84.7,23.4
Tomato,Cox's Bazar,2019,1399.39,10286.64,2508.7,71.3,76.5,11.7,177.1,26.3
Tomato,Cox's Bazar,2020,3916.23,24848.81,2657.4,83.2,218.1,41.5,136.2,26.0
Tomato,Cox's Bazar,2021,1414.21,8351.82,2274.0,44.5,153.5,11.0,143.9,17.7
Tomato,Cox's Bazar,2022,705.57,5797.87,2544.5,72.1,142.0,31.1,56.3,20.4
Tomato,Cox's Bazar,2023,1853.73,9793.78,2178.3,75.9,101.4,57.3,151.4,35.5
Tomato,Cox's Bazar,2024,2051.01,6432.99,2920.8,50.3,209.5,28.7,218.5,43.1
Tomato,Cox's Bazar,2025,976.41,8129.57,2207.6,66.7,135.6,36.3,142.1,20.8
Tomato,Feni,2012,1777.2,10871.94,2048.9,82.7,244.5,48.5,154.7,23.5
Tomato,Feni,2013,7751.75,60142.31,2300.5,40.1,163.1,41.3,166.1,17.7
Tomato,Feni,2014,1156.83,5645.95,2084.5,64.9,205.7,29.2,111.8,41.8
Tomato,Feni,2015,4827.79,42874.05,2618.5,74.6,95.2,26.9,184.2,47.3
Tomato,Feni,2016,2451.94,14151.47,2738.7,60.4,134.3,38.2,233.1,37.2
Tomato,Feni,2017,3853.8,16502.02,2221.5,77.0,154.2,50.5,115.8,51.1
Tomato,Feni,2018,7258.29,27504.47,2419.2,92.2,73.7,16.8,194.8,16.1
Tomato,Feni,2019,4732.61,23820.57,2302.0,94.7,143.8,36.2,79.2,54.7
Tomato,Feni,2020,5532.75,43319.3,2031.3,79.6,177.7,12.2,157.8,28.5
Tomato,Feni,2021,4030.87,24837.13,2531.0,49.5,100.7,51.5,58.7,41.0
Tomato,Feni,2022,4362.26,30258.32,2960.9,91.2,127.5,13.4,174.8,21.0
Tomato,Feni,2023,6042.25,59114.82,2769.1,87.0,157.3,24.1,119.8,33.2
Tomato,Feni,2024,622.27,3205.72,2953.5,78.0,111.5,18.5,99.5,23.8
Tomato,Feni,2025,6569.66,48844.01,2582.8,74.5,227.0,41.6,187.8,30.8
Tomato,Khagrachari,2012,3665.2,18032.54,2189.3,60.5,87.2,63.9,98.5,21.0
Tomato,Khagrachari,2013,2706.87,8512.54,2681.6,91.2,232.9,31.2,133.7,16.6
Tomato,Khagrachari,2014,2874.53,27829.89,2212.9,45.3,154.9,18.3,68.6,28.1
Tomato,Khagrachari,2015,3871.58,38021.18,2894.9,69.9,150.9,11.7,57.6,10.1
Tomato,Khagrachari,2016,5818.18,31096.39,2164.9,88.2,169.0,16.2,201.5,54.8
Tomato,Khagrachari,2017,3175.89,31561.45,2715.1,43.5,135.5,54.5,122.9,53.4
Tomato,Khagrachari,2018,2845.75,19870.66,2349.8,50.4,161.0,50.6,158.2,21.7
Tomato,Khagrachari,2019,3479.18,14142.96,2610.7,70.8,223.2,40.6,83.0,37.8
Tomato,Khagrachari,2020,1752.45,6069.07,2790.3,63.6,135.2,37.0,231.0,36.2
Tomato,Khagrachari,2021,2993.71,25811.3,2020.2,41.7,92.0,22.1,121.5,13.9
Tomato,Khagrachari,2022,5140.59,34010.04,2392.3,62.1,190.2,36.0,62.6,33.9
Tomato,Khagrachari,2023,568.97,5422.27,2141.1,88.6,139.5,32.9,148.9,11.5
Tomato,Khagrachari,2024,845.06,3955.97,2955.4,62.9,208.0,46.0,85.6,16.5
Tomato,Khagrachari,2025,3589.97,13651.3,2488.5,71.8,132.3,14.2,40.6,15.4
Tomato,Lakshmipur,2012,6935.99,58602.55,2728.5,50.0,243.7,25.0,137.3,25.0
Tomato,Lakshmipur,2013,7547.75,56102.5,2820.7,80.6,148.1,43.8,144.8,21.1
Tomato,Lakshmipur,2014,3092.44,25848.5,2136.2,91.4,145.3,38.6,205.2,53.6
Tomato,Lakshmipur,2015,1604.18,5188.06,2058.1,82.6,148.9,61.9,101.9,42.6
Tomato,Lakshmipur,2016,3768.98,13028.44,2390.8,68.9,98.0,45.8,117.9,41.1
Tomato,Lakshmipur,2017,7850.86,74235.33,2975.5,88.4,234.7,56.2,210.1,20.4
Tomato,Lakshmipur,2018,3864.58,24203.45,2304.5,48.0,119.3,28.3,111.6,44.3
Tomato,Lakshmipur,2019,664.52,5543.62,2716.2,78.1,67.2,36.9,79.4,15.5
Tomato,Lakshmipur,2020,4211.14,34737.25,2612.6,68.8,167.4,11.1,158.7,45.8
Tomato,Lakshmipur,2021,3169.43,20484.0,2515.9,88.2,120.3,56.0,92.6,24.8
Tomato,Lakshmipur,2022,2174.21,16447.4,2895.4,85.2,180.8,39.0,179.8,50.2
Tomato,Lakshmipur,2023,7560.99,43057.39,2704.8,60.4,150.1,21.5,125.5,17.3
Tomato,Lakshmipur,2024,6441.73,32731.91,2187.7,92.6,111.1,19.9,42.0,25.5
Tomato,Lakshmipur,2025,6177.98,58514.99,2865.5,74.3,140.3,38.2,189.9,22.0
Tomato,Noakhali,2012,1423.54,7257.27,2812.2,76.0,218.1,55.3,229.7,40.5
Tomato,Noakhali,2013,7521.22,34185.87,2865.7,66.1,107.6,56.7,186.7,49.1
Tomato,Noakhali,2014,3563.15,23187.09,2081.2,50.3,176.4,28.2,215.5,51.6
Tomato,Noakhali,2015,619.55,6112.09,2004.1,41.1,183.5,51.6,213.8,32.0
Tomato,Noakhali,2016,7613.12,24660.08,2237.3,77.5,88.5,18.6,54.4,33.6
Tomato,Noakhali,2017,7052.16,60886.82,2317.3,73.2,163.0,56.9,98.6,44.5
Tomato,Noakhali,2018,4700.03,16402.66,2782.1,69.4,196.4,39.7,171.0,32.7
Tomato,Noakhali,2019,1719.07,10061.65,2375.6,93.0,247.4,43.7,201.4,15.8
Tomato,Noakhali,2020,7182.07,47957.48,2634.1,74.0,139.9,14.8,217.0,36.6
Tomato,Noakhali,2021,7707.24,30992.99,2703.4,45.8,126.7,12.3,74.6,43.8
Tomato,Noakhali,2022,5412.29,39662.85,2783.5,88.3,185.9,22.6,138.5,31.9
Tomato,Noakhali,2023,4187.96,25826.03,2848.0,83.3,103.8,21.2,218.3,36.9
Tomato,Noakhali,2024,4338.47,28192.99,2263.0,69.5,108.5,17.9,222.4,37.0
Tomato,Noakhali,2025,5584.65,41708.44,2143.8,48.7,168.2,39.3,174.8,39.9
Tomato,Rangamati,2012,6138.11,52084.75,2266.7,74.4,205.2,27.9,65.1,14.3
Tomato,Rangamati,2013,1237.67,5282.62,2529.7,70.2,241.9,19.0,77.3,38.0
Tomato,Rangamati,2014,6026.85,26768.49,2869.9,83.4,143.4,30.7,81.1,37.2
Tomato,Rangamati,2015,7856.35,47637.29,2016.3,90.2,150.4,42.1,227.4,13.0
Tomato,Rangamati,2016,7334.17,62783.87,2560.1,90.7,165.3,35.2,110.2,23.0
Tomato,Rangamati,2017,4556.96,42305.81,2714.3,70.9,122.7,47.6,113.4,51.7
Tomato,Rangamati,2018,3376.7,28739.4,2878.1,66.3,207.1,30.0,222.0,38.2
Tomato,Rangamati,2019,3512.02,31436.84,2857.1,61.6,205.3,22.5,179.8,46.5
Tomato,Rangamati,2020,5050.99,16413.3,2128.9,90.9,171.7,64.9,56.3,16.8
Tomato,Rangamati,2021,915.07,6313.7,2171.8,94.9,61.3,42.1,50.9,39.2
Tomato,Rangamati,2022,6974.57,44988.56,2773.3,67.2,161.2,16.9,152.2,52.3
Tomato,Rangamati,2023,7207.5,55053.22,2112.9,84.3,211.0,38.7,167.5,49.2
Tomato,Rangamati,2024,1092.45,10312.74,2425.6,56.8,200.2,10.4,178.3,27.1
Tomato,Rangamati,2025,7355.63,32525.51,2236.4,94.8,156.9,34.4,101.4,47.9
Tomato,Habiganj,2012,3788.03,36558.26,2832.4,86.7,150.3,45.5,167.6,18.8
Tomato,Habiganj,2013,4668.55,36433.6,2689.7,78.2,191.5,16.2,172.8,13.5
Tomato,Habiganj,2014,1123.79,5584.26,2533.5,44.6,220.0,49.5,95.2,26.0
Tomato,Habiganj,2015,5452.96,31798.4,2439.8,45.3,209.3,46.5,200.3,31.4
Tomato,Habiganj,2016,1682.24,8442.72,2791.8,81.0,128.8,24.8,103.8,49.2
Tomato,Habiganj,2017,7150.74,64009.02,2223.6,77.9,223.3,10.9,90.2,23.9
Tomato,Habiganj,2018,6357.54,23294.33,2366.1,74.4,177.9,33.9,75.3,40.8
Tomato,Habiganj,2019,5733.09,43625.69,2367.9,92.0,100.1,44.4,179.3,49.6
Tomato,Habiganj,2020,3340.05,27507.79,2984.1,87.7,199.7,23.0,126.2,33.1
Tomato,Habiganj,2021,5559.26,20450.09,2059.9,69.7,92.8,29.6,218.3,11.0
Tomato,Habiganj,2022,833.24,4254.75,2689.7,55.2,107.7,42.2,76.7,34.8
Tomato,Habiganj,2023,6832.12,39078.52,2490.2,55.2,120.4,23.5,199.0,14.8
Tomato,Habiganj,2024,1396.11,5249.02,2301.6,54.8,180.1,15.9,161.0,18.2
Tomato,Habiganj,2025,6980.71,38103.62,2820.0,71.7,245.9,30.1,227.9,21.2
Tomato,Maulvibazar,2012,6685.31,52472.57,2921.1,59.8,78.6,21.6,55.3,45.1
Tomato,Maulvibazar,2013,2866.86,9519.94,2985.2,63.4,180.7,16.5,151.2,10.4
Tomato,Maulvibazar,2014,3276.55,24440.41,2729.5,66.6,194.2,17.1,186.7,44.3
Tomato,Maulvibazar,2015,1737.72,14770.87,2541.0,91.7,144.5,56.0,68.8,37.6
Tomato,Maulvibazar,2016,3279.01,30112.5,2455.0,40.1,88.8,38.3,50.2,50.7
Tomato,Maulvibazar,2017,3370.79,17718.31,2721.2,56.2,207.2,23.8,53.2,45.1
Tomato,Maulvibazar,2018,6853.25,46207.76,2727.2,60.9,211.8,63.5,126.6,48.2
Tomato,Maulvibazar,2019,4025.29,31887.74,2105.3,55.5,130.3,14.7,122.8,26.2
Tomato,Maulvibazar,2020,528.94,1837.85,2895.6,59.7,228.5,17.2,140.7,16.7
Tomato,Maulvibazar,2021,6251.63,51256.66,2395.4,80.3,247.0,28.1,44.8,25.5
Tomato,Maulvibazar,2022,6492.56,49751.88,2843.0,59.4,165.7,49.5,159.9,52.4
Tomato,Maulvibazar,2023,5257.45,51522.05,2280.0,71.3,212.7,35.6,161.8,26.9
Tomato,Maulvibazar,2024,2680.47,14926.5,2928.3,54.7,75.3,31.9,122.2,53.4
Tomato,Maulvibazar,2025,3437.31,12776.11,2977.7,48.9,82.5,37.5,159.1,32.0
Tomato,Sunamganj,2012,6784.39,48446.5,2460.1,75.0,80.2,47.6,113.4,38.7
Tomato,Sunamganj,2013,733.21,4179.24,2690.0,65.9,161.2,25.6,226.4,54.9
Tomato,Sunamganj,2014,1560.87,12646.2,2471.3,50.8,214.9,19.3,41.9,20.6
Tomato,Sunamganj,2015,557.87,4074.42,2107.1,84.1,199.1,51.3,74.3,34.5
Tomato,Sunamganj,2016,5357.65,29741.21,2526.4,63.7,60.7,45.0,236.4,10.6
Tomato,Sunamganj,2017,3210.37,20199.45,2404.7,60.5,106.8,45.8,157.7,36.7
Tomato,Sunamganj,2018,3223.11,31491.51,2442.0,71.1,135.1,48.7,211.6,20.2
Tomato,Sunamganj,2019,6916.61,39500.0,2371.1,44.0,155.9,53.0,151.1,17.5
Tomato,Sunamganj,2020,1388.91,11215.84,2192.3,69.9,106.6,23.8,60.0,15.8
Tomato,Sunamganj,2021,7369.33,67145.46,2412.5,51.4,202.8,46.8,170.7,48.3
Tomato,Sunamganj,2022,7443.22,35795.32,2586.8,43.8,99.8,22.5,188.6,32.3
Tomato,Sunamganj,2023,6833.86,28565.33,2092.4,81.0,199.3,56.9,144.6,34.8
Tomato,Sunamganj,2024,7978.44,53011.11,2995.8,78.5,152.7,12.4,64.7,18.5
Tomato,Sunamganj,2025,6761.54,20797.95,2435.0,57.3,123.7,50.3,197.1,23.2
Tomato,Sylhet,2012,7795.23,47971.15,4176.5,59.5,191.1,41.9,61.7,45.3
Tomato,Sylhet,2013,4498.21,16993.94,3628.8,77.1,241.5,21.4,85.7,16.0
Tomato,Sylhet,2014,4694.1,15370.93,4087.9,46.4,139.4,33.7,222.5,12.0
Tomato,Sylhet,2015,3422.21,21314.23,4246.7,82.5,107.3,55.4,125.2,38.1
Tomato,Sylhet,2016,3870.99,30007.85,3896.6,62.9,75.8,54.8,189.9,52.4
Tomato,Sylhet,2017,3599.62,31361.63,4700.0,92.0,73.5,23.2,41.2,36.4
Tomato,Sylhet,2018,1618.47,10337.07,3406.9,44.9,99.6,52.2,211.1,42.3
Tomato,Sylhet,2019,3981.5,21942.77,4234.0,83.4,130.3,52.8,237.2,40.2
Tomato,Sylhet,2020,4859.62,43488.81,3486.9,92.4,153.6,12.2,175.4,54.1
Tomato,Sylhet,2021,6610.49,59576.35,4410.4,67.9,157.9,19.6,89.6,15.3
Tomato,Sylhet,2022,4828.06,20586.89,4514.6,94.2,92.7,10.8,184.7,19.0
Tomato,Sylhet,2023,981.61,9779.02,4743.5,90.8,94.6,22.7,154.9,16.7
Tomato,Sylhet,2024,1033.83,4590.27,3370.6,85.7,97.7,32.9,122.4,35.8
Tomato,Sylhet,2025,6912.08,46637.12,4038.8,51.2,122.1,50.9,83.7,42.0
Tomato,Bagerhat,2012,1809.89,8346.19,2612.2,71.1,212.9,13.7,65.3,50.6
Tomato,Bagerhat,2013,850.06,3945.24,2231.9,91.6,227.6,62.0,237.4,40.7
Tomato,Bagerhat,2014,2333.38,18116.41,2523.1,90.2,228.4,50.9,191.0,11.3
Tomato,Bagerhat,2015,1126.27,5990.47,2344.5,80.4,61.0,56.7,193.8,34.4
Tomato,Bagerhat,2016,7198.45,25659.38,2686.6,64.0,94.9,59.1,116.2,10.6
Tomato,Bagerhat,2017,3126.91,29129.27,2391.9,41.6,142.6,54.4,213.4,53.1
Tomato,Bagerhat,2018,4754.02,29813.0,2005.3,90.6,88.9,36.1,226.9,47.2
Tomato,Bagerhat,2019,3777.15,20535.51,2953.1,94.9,127.4,61.3,227.7,25.4
Tomato,Bagerhat,2020,4859.97,20032.8,2911.4,76.2,159.9,53.1,198.9,42.7
Tomato,Bagerhat,2021,1774.68,13850.65,2251.8,92.7,146.4,42.4,52.8,12.0
Tomato,Bagerhat,2022,2719.7,8546.04,2139.5,71.2,99.7,58.4,206.3,31.9
Tomato,Bagerhat,2023,7667.16,44358.45,2153.3,85.6,214.8,48.3,170.0,23.1
Tomato,Bagerhat,2024,4873.5,37775.87,2750.7,40.1,113.4,26.6,124.3,51.5
Tomato,Bagerhat,2025,6098.96,58624.12,2276.6,93.3,197.9,16.1,43.4,46.9
Tomato,Chuadanga,2012,7842.47,55085.54,2041.2,62.3,101.5,27.4,181.5,35.8
Tomato,Chuadanga,2013,6041.27,41051.95,2386.7,44.0,114.6,45.8,232.5,11.9
Tomato,Chuadanga,2014,681.94,5977.39,2870.9,50.7,183.1,50.0,134.8,34.9
Tomato,Chuadanga,2015,4477.93,44625.52,2344.1,58.1,235.7,39.8,47.7,53.0
Tomato,Chuadanga,2016,2669.41,19957.99,2201.7,41.9,191.6,38.8,61.6,10.5
Tomato,Chuadanga,2017,6976.03,43587.66,2353.6,48.9,159.6,27.3,234.5,53.5
Tomato,Chuadanga,2018,7664.34,64016.73,2103.3,59.8,86.6,38.5,44.5,54.4
Tomato,Chuadanga,2019,6567.51,22026.58,2130.2,50.8,87.0,17.5,131.9,13.4
Tomato,Chuadanga,2020,6860.83,64699.77,2602.7,81.6,129.5,27.6,196.2,19.7
Tomato,Chuadanga,2021,7085.22,21496.78,2852.4,61.3,137.1,31.0,154.2,36.1
Tomato,Chuadanga,2022,2929.62,28913.98,2797.2,71.1,130.5,19.9,126.0,21.1
Tomato,Chuadanga,2023,6504.39,21987.28,2986.3,67.7,204.5,57.4,151.5,40.0
Tomato,Chuadanga,2024,4657.99,16566.8,2243.7,55.0,142.2,25.7,225.6,44.6
Tomato,Chuadanga,2025,3588.59,13264.28,2147.7,66.1,115.9,42.2,78.2,34.6
Tomato,Jashore,2012,6233.32,45577.72,2240.7,53.7,229.1,28.3,117.6,21.7
Tomato,Jashore,2013,2611.78,19510.31,2465.9,57.7,226.8,45.4,189.2,25.1
